Seção;Sub seção;Informação;Fonte Citada;Pagina;Só texto;Relatório;Observação;Link;Comentário relatório;Aberta;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Vigilância da qualidade da água para consumo humano da água de abastecimento público (Sanepar);Análises de amostras de água da SANEPAR realizadas;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental- e RRQA;53;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Vigilância da qualidade da água para consumo humano da água de abastecimento público (Sanepar);Parâmetros Analisados;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental e RRQA;54;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Gerenciamento dos Resíduos de Serviços de Serviços de Saúde da Rede Municipal;Resíduos de Serviços de Saúde Municipais coletados por quadrimestre em Kg Curitiba;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental;54;N;17-3;Grupos;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Gerenciamento dos Resíduos de Serviços de Serviços de Saúde da Rede Municipal;Resíduos de Serviços de Saúde Municipais coletados por quadrimestre em Kg Curitiba;Centro de Saúde Ambiental/Coordenação de Vigilância em Saúde Ambiental;54;N;17-3;Totais;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Total De Notificaçãoes Por Gravo;SMS/CSA/CEREST/SINAN;56;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Acumulado de Notificações;SMS/CSA/CEREST/SINAN;56;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Número de agravos notificados por hospital com Núcleo Epidemiológico e seu nível de complexidade em Curitiba;SMS/CEREST/SINAN-NET;57;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - NOTIFICAÇÃO INDIVIDUAL - SinanNet - Frequência de Notificações por Hospital NHE-por Nível;SMS/CEREST/SINAN-NET e RDQA;57;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Distribuição de Notificações em ST no Município de Curitiba pelos NHE HT e por ano;SMS/CSA/CEREST;58;N;17-3;2006-2017;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Frequência de acidente de trabalho grave, segundo evolução do caso, notificados em Curitiba;SINAN;59;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Vigilância Epidemiológica e Sistema de Informação - Consultas encaminhadas pela rede SMS para o Hospital do Trabalhador Curitiba;Relatório Hospital do Trabalhador;59;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Educação Permanente - Controle de atividades educativas em Saúde do Trabalhador - Curitiba;CEREST;60;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Inspeção Sanitária - Eventos e capacitações voltados para a equipe de vigilância em Saúde do Trabalhador;CEREST;61;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Inspeção Sanitária - Ações interinstitucionais de pesquisa e proteção da Saúde do Trabalhador;E-saúde relatórios, Centro de Referência em Saúde do Trabalhador (CEREST), Distrito Sanitário (DS);61;N;17-3;;;;;;;;;;;;;;;;;;;;;
VIGILÂNCIA EM SAÚDE - Produção da Vigilância em Saúde - Centro de Saúde Ambiental;Centro de Referência em Saúde do Trabalhador (CEREST);Eixo de Inspeção Sanitária - Ações de casos de acidentes e doenças do trabalho;E-saúde relatórios;61;N;17-3;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número e Cargos dos Profissionais que atuam na SMS com vínculo empregatício com a Prefeitura Municipal de Curitiba;NRH IV/SMS;62-63;N;17-3;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de trabalhadores que atuam no SUS Curitiba/SMS por tipo de vínculo;NRH e DGTS – SMS quadro próprio da PMC/SMS;63;N;17-3;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de médicos com outras formas de vinculo para atuação no SUS-Curitiba;SMRH/NRH –IV, DGP e DAPS/SMS;63;N;17-3;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Relatório de Exonerações, Aposentadorias e falecimentos SMS/Curitiba;NRH IV/SMS e RRQA;64;N;17-3;;;;;;;;;;;;;;;;;;;;;
RECURSOS HUMANOS DO SUS-CURITIBA;;Número de estagiários contratados pelo IMAP e que atuam na SMS;DGTS/IMAP;64;N;17-3;;;;;;;;;;;;;;;;;;;;;
REDE FÍSICA DE SERVIÇOS NO SUS-CURITIBA;;Rede Física de Serviços no SUS Curitiba;CNES;65;N;17-3;;;;;;;;;;;;;;;;;;;;;
REDE FÍSICA DE SERVIÇOS NO SUS-CURITIBA;;Total de Leitos SUS Curitiba;CNES Base local – CCAA e RRQA;65;N;17-3;;;;;;;;;;;;;;;;;;;;;
AUDITORIAS REALIZADAS;;Total de Auditorias realizadas com descrição de finalidades, recomendações por demandante e Unidade(s) auditada(s);CCAA/SMS;66-67;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;APS em Curitiba;Total de Equipes Cadastradas no CNES SMS;DATASUS/CNES;72;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Rede Mãe Curitibana Vale a Vida;Vinculação de Gestante no período – SMS Curitiba;e-saúde;74;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Rede Mãe Curitibana Vale a Vida;Número de crianças inscritas no programa da criança SMS Curitiba;e-saúde;74;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do Adolescente;Pontuações por indicador chave;Ferramenta de avaliação de qualidade – MS/OMS;76;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do Adolescente;Programa #Tamojunto;DAPS – Equipe Técnica de Prevenção;78;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do Adolescente;Projeto Adolescentes Vulneráveis/SINASE;Equipe Técnica de Prevenção - DAPS;79;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do Adolescente;Projeto Saúde Sexual na Adolescência;DAPS – Equipe de Prevenção;80;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do adulto e do idoso;Quadro resumo – Hipertensão Arterial Sistêmica e Diabete melito SMS;e-saúde - Coordenação do Programa de Saúde do Adulto/Idoso/SMS;82;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do adulto e do idoso;Série Histórica – percentual de inatividade de hipertensos, por risco. Curitiba;Esaúde – Relatório de inscritos no programa de hipertenso;82;N;17-3;2007 - 2017 gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde do adulto e do idoso;Proportação INATIVIDADE de diabéticos por grupo e mês. Curitiba;Esaúde – Relatório de inscritos no programa do diabético;83;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Bolsa Família;Programa Bolsa Família - Número de famílias inscritas e acompanhadas pela Atenção Básica SMS/Curitiba;Sistema de Gestão do Acompanhamento das Condicionalidades de Saúde do PBF – DATASUS/MS;84;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Consultório na Rua;Produtividade das Equipes de Consultório na Rua SMS/Curitiba;DAPS/Coordenação de Consultórios na Rua;85;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Consultório na Rua;Percentual de testes rápidos reagentes por tipo de exame, realizados para a população em situação de rua no município de Curitiba;DAPS/Coordenação de Consultórios na Rua;86;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Equipe Núcleo de Apoio à Saúde da Família – NASF;Produção dos profissionais do NASF (exceto médicos) * SMS/ Curitiba;DAPS - Coordenação do cuidado;87;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Programa de Controle do Tabagismo;Programa de Controle do Tabagismo SMS/Curitiba;Relatório enviado ao PNCT-tratamento medicamentoso via FormSus;88;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Programa de Controle do Tabagismo;Unidades Básicas de Saúde que desenvolvem atividades para cessação do Tabagismo por Distrito Sanitário em Curitiba;Diagnóstico do Programa de Cessação do Tabagismo na SMS Curitiba;88;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Saúde Bucal;Proporção de exodontia pelo total de procedimentos odontológicos clínicos individuais na SMS/Curitiba;e-saúde;89;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Ações de qualificação do trabalho de enfermagem;Manuais de Procedimentos Operacionais Padrão - POP;DAPS – Coordenação de Enfermagem;90;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Taxa de Atendimento Domiciliar;SAD;92;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Coeficiente de Desospitação;SAD;92;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Coeficiente de Transferência Pacientes para UBS;SAD;93;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Tempo de Permanência em Atenteção Domiciliar;SAD;93;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Taxa de Satisfação do usuário;SAD;93;N;17-3;Gráfico;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Serviço de Atenção Domiciliar (SAD);Profissionais;SAD;93;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Total de exames citopatológicos em mulheres de 25 a 64 anos SMS/Curitiba;CCAA/DATASUS;94;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Total de exames de mamografias bilateral para rastreamento em mulheres de 50 a 69 anos - SMS/Curitiba;DATASUS;94;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Produção Odontológica nas Unidades Básicas de Saúde da SMS/Curitiba;CCAA/Datasus;95;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Consultas básicas de enfermeiro realizadas no SUS/Curitiba;CCAA/Datasus;95;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Procedimentos de enfermagem nível médio/PACS realizados no SUS/Curitiba;CCAA/Datasus;96;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Consultas médicas realizadas no SUS-Curitiba;DATASUS/TABWIN;96;N;17-3;;;;;;;;;;;;;;;;;;;;;
OFERTA E PRODUÇÃO DE SERVIÇOS PÚBLICOS NA REDE ASSISTENCIAL PRÓPRIA, CONTRATADA E CONVENIADA - Atenção Primária à Saúde;Produção ambulatorial das Unidades Básicas de Saúde e no SUS/Curitiba;Atendimentos de fisioterapia e terapia ocupacional SUS/Curitiba;CCAA/Datasus TABWIN;97;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;;Total de agendamentos das especialidades o percentual de absenteísmo e o percentual de redução da fila;Não citada;99;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;;Quadro com os dados de absenteísmo por Distrito;DAS;99-100;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Laboratório Municipal;Produção do Laboratório Municipal de Curitiba;Laboratório Municipal e RRQA;101;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório de Saúde Mental;Total de pacientes vinculados ao Ambulatório Enccantar;Coordenação de Saúde Mental;104;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório de Saúde Mental;TOTAL DE ATENDIMENTOS INDIVIDUAIS REALIZADOS NO 3º QUADRIMESTRE NO AMBULATÓRIO ENCCANTAR;Coordenação de Saúde Mental;104;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório Centro de Especialidades Médicas Matriz – CEMM;TOTAL DE PACIENTES VINCULADOS AO AMBULATÓRIO CEMMMATRIZ;Coordenação de Saúde Mental;105;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório Centro de Especialidades Médicas Matriz – CEMM;TOTAL DE ATENDIMENTOS INDIVIDUAIS REALIZADOS NO AMBULATÓRIO CEMM MATRIZ;Coordenação de Saúde Mental;105;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório Centro de Especialidades Médicas Vila Hauer;Total de pacientes vinculados ao Centro de Especialidades Médicas Vila Hauer;Coordenação de Saúde Mental;105;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório Centro de Especialidades Médicas Vila Hauer;TOTAL DE ATENDIMENTOS INDIVIDUAIS REALIZADOS NO 3º QUADRIMESTRE NO AMBULATÓRIO CEM HAUER;Coordenação de Saúde Mental;106;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Ambulatório Hospital de Clínicas (HC);Atendimentos Ambulatório Hospital de Clínicas;Hospital de Clínicas;106;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;CENTROS DE ATENÇÃO PSICOSSOCIAL – CAPS;Total de Leitos em CAPS;FEAES;106;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE CAPS;Número de pacientes acolhidos por CAPS – Curitiba;Coordenação de Saúde Mental e FEAES;107;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE CAPS;Número de pacientes em tratamento por CAPS - Curitiba;Coordenação de Saúde Mental e FEAES;107;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE CAPS;Número de pacientes que utilizaram leitos por CAPS - Curitiba;FEAES;107;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE CAPS;Média de permanência dos pacientes em leitos nos CAPS Curitiba;FEAES;108;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE CAPS;Taxa de ocupação % dos leitos em CAPS Curitiba;FEAES;108;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Regulação de Leitos Psiquiátricos;Leitos de Saúde Mental credenciados junto ao Ministério da Saúde;DAS/Regulação de Leitos Psiquiátricos;108;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE LEITOS PSIQUIÁTRICOS ADULTO;Dados referentes a Regulação da Central de Leitos Psiquiátricos Adulto;DAS/Regulação de Leitos Psiquiátricos;109;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;INDICADORES DE LEITOS PSIQUIÁTRICOS INFANTIL;Dados referentes a Regulação da Central de Leitos Psiquiátricos Infantil;DAS/Regulação de Leitos Psiquiátricos;110;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Unidade de Interconsulta Psiquiátrica – UIP;Atendimentos realizados pelo plantão da Unidade de Interconsulta Psiquiátrica – Curitiba/SMS;FEAES;111;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Sistema Nacional de Atendimento Socioeducativo- (SINASE);Relatório Mensal do Programa SINASE na SMS;Coordenação de Saúde Mental;112;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção ambulatorial especializada e hospitalar;Consultas médicas realizadas na atenção especializada ambulatorial na rede SUS-Curitiba;CCAA/Datasus;114;N;17-3;;;;;;;;;;;;;;;;;;;;;
ATENÇÃO AMBULATORIAL ESPECIALIZADA E HOSPITALAR;Produção ambulatorial especializada e hospitalar;Nº ações especializadas em Odontologia na rede SUS-Curitiba;CCAA/Datasus;114;N;17-3;;;;;;;;;;;;;;;;;;;;;
